Assembly	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details
KP_HGUA02_059	KL126	unknown (KL126)	Typeable	?2	99.69%	99.95%	n/a	18 / 19 (94.74%)	KL126_01_galF,99.66%,100.00%;KL126_02_cpsACP,97.13%,100.00%;KL126_03_wzi,99.16%,100.00%;KL126_04_wza,100.00%,100.00%;KL126_05_wzb,100.00%,100.00%;KL126_06_wzc,100.00%,100.00%;KL126_07_wbaP,100.00%,100.00%;KL126_08,100.00%,100.00%;KL126_09,99.71%,100.00%;KL126_10_wzx,100.00%,100.00%;KL126_11_wcpS,99.64%,100.00%;KL126_12_wcqP,100.00%,100.00%;KL126_13_glf,100.00%,100.00%;KL126_14_gnd,100.00%,100.00%;KL126_15_rmlB,99.72%,100.00%;KL126_16_rmlA,100.00%,100.00%;KL126_17_rmlD,99.66%,100.00%;KL126_18_rmlC,99.45%,98.37%;KL126_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		1	KL150_19_gmd,98.80%,100.00%		
KP_HGUA02_064	KL46	K46	Typeable		99.73%	99.97%	-4 bp	20 / 20 (100.00%)	KL46_01_galF,100.00%,100.00%;KL46_02_cpsACP,99.52%,100.00%;KL46_03_wzi,96.03%,99.58%;KL46_04_wza,100.00%,100.00%;KL46_05_wzb,100.00%,100.00%;KL46_06_wzc,100.00%,100.00%;KL46_07_wcaJ,100.00%,100.00%;KL46_08_wcuD,99.74%,100.00%;KL46_09_wzy,100.00%,100.00%;KL46_10_wcuC,99.75%,100.00%;KL46_11_wcuI,100.00%,100.00%;KL46_12_wcuF,99.73%,100.00%;KL46_13_wcuV,100.00%,100.00%;KL46_14_wclT,100.00%,100.00%;KL46_15_wzx,100.00%,100.00%;KL46_16_wckQ,100.00%,100.00%;KL46_17_gnd,100.00%,100.00%;KL46_18_manC,99.79%,100.00%;KL46_19_manB,100.00%,100.00%;KL46_20_ugd,100.00%,100.00%		0		2 / 20 (10.00%)	KL46_18_manC,99.77%,93.42%,partial;KL46_19_manB,99.78%,98.25%	2	KL50_10,99.62%,100.00%;KL150_19_gmd,99.40%,100.00%		
KP_HGUA02_066	KL62	K62	Typeable		99.92%	100.00%	0 bp	14 / 19 (73.68%)	KL62_01_galF,100.00%,100.00%;KL62_02_cpsACP,99.52%,100.00%;KL62_03_wzi,100.00%,100.00%;KL62_04_wza,100.00%,100.00%;KL62_05_wzb,100.00%,100.00%;KL62_06_wzc,99.58%,100.00%;KL62_07_wbaP,99.79%,100.00%;KL62_08,100.00%,100.00%;KL62_09,100.00%,100.00%;KL62_10,100.00%,100.00%;KL62_11_wzy,100.00%,100.00%;KL62_12,100.00%,100.00%;KL62_13,100.00%,100.00%;KL62_14,100.00%,100.00%;KL62_15_wzx,100.00%,100.00%;KL62_16_gnd,100.00%,100.00%;KL62_17_manC,100.00%,100.00%;KL62_18_manB,99.56%,100.00%;KL62_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,98.80%,100.00%		
KP_HGUA02_068	KL35	K35	Typeable	?2	99.19%	100.01%	n/a	20 / 20 (100.00%)	KL35_01_galF,100.00%,100.00%;KL35_02_cpsACP,99.04%,100.00%;KL35_03_wzi,100.00%,100.00%;KL35_04_wza,100.00%,100.00%;KL35_05_wzb,99.31%,100.00%;KL35_06_wzc,99.72%,100.00%;KL35_07_wzy,98.01%,100.00%;KL35_08_wcuC,99.76%,100.00%;KL35_09_wckM,99.74%,100.00%;KL35_10_wckL,99.46%,100.00%;KL35_11_wcuQ,100.00%,100.00%;KL35_12_wzx,99.80%,100.00%;KL35_13_wckK,99.69%,100.00%;KL35_14_wbaZ,99.22%,100.00%;KL35_15_wcaJ,100.00%,100.00%;KL35_16_wclK,100.00%,5.00%,partial;KL35_16_wclK,91.11%,25.00%,partial;KL35_17_gnd,99.57%,100.00%;KL35_18_manC,99.36%,100.00%;KL35_19_manB,99.78%,100.00%;KL35_20_ugd,99.48%,100.00%		0		2 / 20 (10.00%)	KL35_18_manC,100.00%,100.00%;KL35_19_manB,99.33%,98.03%	1	KL150_19_gmd,99.70%,100.00%		
KP_HGUA02_071	KL134	unknown (KL134)	Typeable		99.98%	100.00%	0 bp	12 / 16 (75.00%)	KL134_01_galF,100.00%,100.00%;KL134_02_cpsACP,100.00%,100.00%;KL134_03_wzi,100.00%,100.00%;KL134_04_wza,100.00%,100.00%;KL134_05_wzb,100.00%,100.00%;KL134_06_wzc,100.00%,100.00%;KL134_07_wzx,100.00%,100.00%;KL134_08,100.00%,100.00%;KL134_09,100.00%,100.00%;KL134_10_wzy,99.73%,100.00%;KL134_11,100.00%,100.00%;KL134_12,100.00%,100.00%;KL134_13,100.00%,100.00%;KL134_14_wcaJ,100.00%,100.00%;KL134_15_gnd,100.00%,100.00%;KL134_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		3	KL112_16_manC,100.00%,100.00%;KL30_19_manB,99.78%,98.29%;KL150_19_gmd,99.10%,100.00%		
KP_HGUA02_073	KL128	unknown (KL128)	Typeable		99.97%	100.00%	0 bp	21 / 23 (91.30%)	KL128_01_galF,100.00%,100.00%;KL128_02_cpsACP,100.00%,100.00%;KL128_03_wzi,100.00%,100.00%;KL128_04_wza,100.00%,100.00%;KL128_05_wzb,100.00%,100.00%;KL128_06_wzc,99.86%,100.00%;KL128_07_wbaP,99.79%,100.00%;KL128_08_wcaA,100.00%,100.00%;KL128_09_wzy,100.00%,100.00%;KL128_10,100.00%,100.00%;KL128_11,100.00%,100.00%;KL128_12_wcuD,100.00%,100.00%;KL128_13_wcuS,99.65%,100.00%;KL128_14_wzx,100.00%,100.00%;KL128_15,100.00%,100.00%;KL128_16_gnd,100.00%,100.00%;KL128_17_manC,100.00%,100.00%;KL128_18_manB,100.00%,100.00%;KL128_19_rmlB,100.00%,100.00%;KL128_20_rmlA,100.00%,100.00%;KL128_21_rmlD,100.00%,100.00%;KL128_22_rmlC,100.00%,100.00%;KL128_23_ugd,100.00%,100.00%		0		0 / 23 (0.00%)		4	KL50_10,99.62%,100.00%;KL112_16_manC,99.79%,100.00%;KL30_19_manB,99.78%,98.29%;KL150_19_gmd,99.10%,100.00%		
KP_HGUA02_074	KL2	K2	Typeable		99.84%	100.00%	1 bp	13 / 18 (72.22%)	KL2_01_galF,100.00%,100.00%;KL2_02_cpsACP,100.00%,100.00%;KL2_03_wzi,100.00%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.72%,100.00%;KL2_07,99.72%,100.00%;KL2_08,100.00%,100.00%;KL2_09,99.74%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,100.00%,100.00%;KL2_12,99.31%,100.00%;KL2_13,99.55%,100.00%;KL2_14_wcaJ,99.78%,100.00%;KL2_15_gnd,99.57%,100.00%;KL2_16_manC,100.00%,100.00%;KL2_17_manB,100.00%,100.00%;KL2_18_ugd,99.74%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.15%,99.74%;KL150_19_gmd,100.00%,100.00%		
KP_HGUA02_089	KL10	K10	Typeable	?3-	99.00%	94.77%	n/a	19 / 20 (95.00%)	KL10_01_galF,99.33%,100.00%;KL10_02_cpsACP,95.22%,100.00%;KL10_03_wzi,98.12%,100.00%;KL10_04_wza,99.74%,100.00%;KL10_05_wzb,100.00%,100.00%;KL10_06_wzc,100.00%,100.00%;KL10_07_wbaP,100.00%,100.00%;KL10_08_wclQ,100.00%,100.00%;KL10_09_wclP,99.74%,100.00%;KL10_10_wzx,99.80%,99.80%;KL10_11_wcuQ,99.49%,100.00%;KL10_12_wcaN,99.74%,100.00%;KL10_13_wcuK,99.41%,100.00%;KL10_14_wzy,99.49%,96.30%,partial;KL10_15_wcsO,96.08%,100.38%;KL10_16_wbaZ,99.48%,100.00%;KL10_17_gnd,99.15%,100.00%;KL10_18_manC,98.91%,78.13%,partial;KL10_18_manC,99.03%,21.87%,partial;KL10_19_manB,97.32%,98.25%	KL10_20_ugd	0		1 / 20 (5.00%)	KL10_18_manC,100.00%,21.66%,partial	1	KL150_19_gmd,99.10%,100.00%		
KP_HGUA02_092	KL20	K20	Typeable		99.96%	100.00%	0 bp	17 / 18 (94.44%)	KL20_01_galF,100.00%,100.00%;KL20_02_cpsACP,100.00%,100.00%;KL20_03_wzi,100.00%,100.00%;KL20_04_wza,100.00%,100.00%;KL20_05_wzb,100.00%,100.00%;KL20_06_wzc,100.00%,100.00%;KL20_07_wbaP,100.00%,100.00%;KL20_08_wzy,99.51%,100.00%;KL20_09,100.00%,100.00%;KL20_10_wcaN,100.00%,100.00%;KL20_11_wcaO,100.00%,100.00%;KL20_12,100.00%,100.00%;KL20_13_wbaZ,100.00%,100.00%;KL20_14_wzx,99.76%,100.00%;KL20_15_gnd,100.00%,100.00%;KL20_16_manC,100.00%,100.00%;KL20_17_manB,100.00%,100.00%;KL20_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.15%,99.74%;KL150_19_gmd,98.80%,100.00%		
KP_HGUA02_099	KL103	unknown (KL103)	Typeable	?6	98.90%	102.87%	n/a	20 / 21 (95.24%)	KL103_01_galF,99.66%,100.00%;KL103_02_cpsACP,93.78%,100.00%;KL103_03_wzi,97.27%,100.00%;KL103_04_wza,99.74%,100.00%;KL103_05_wzb,100.00%,100.00%;KL103_06_wzc,99.72%,100.00%;KL103_07_wbaP,99.58%,100.00%;KL103_08_wcaA,99.01%,100.00%;KL103_09,97.46%,100.00%;KL103_10,99.57%,100.00%;KL103_11_wcaN,98.98%,100.00%;KL103_12_wzy,99.02%,100.00%;KL103_13_wcpL,98.93%,100.00%;KL103_14_wcuT,98.55%,100.00%;KL103_15_wzx,98.95%,100.00%;KL103_16_gnd,99.36%,100.00%;KL103_17_rmlB,99.59%,69.49%,partial;KL103_17_rmlB,100.00%,21.47%,partial;KL103_17_rmlB,100.00%,21.47%,partial;KL103_17_rmlB,100.00%,8.47%,partial;KL103_18_rmlA,100.00%,51.90%,partial;KL103_18_rmlA,99.33%,51.56%,partial;KL103_18_rmlA,96.30%,46.71%,partial;KL103_19_rmlD,98.99%,100.00%;KL103_20_rmlC,98.26%,62.50%,partial;KL103_20_rmlC,98.53%,36.96%,partial;KL103_21_ugd,99.74%,100.00%		0		1 / 21 (4.76%)	KL103_20_rmlC,98.46%,35.33%,partial	2	KL150_19_gmd,99.10%,100.00%;KL118_17_rmlB,100.00%,8.47%,partial		
KP_HGUA03_108	KL136	unknown (KL136)	Typeable		99.87%	100.00%	0 bp	19 / 19 (100.00%)	KL136_01_galF,100.00%,100.00%;KL136_02_cpsACP,100.00%,100.00%;KL136_03_wzi,99.79%,100.00%;KL136_04_wza,99.74%,100.00%;KL136_05_wzb,100.00%,100.00%;KL136_06_wzc,100.00%,100.00%;KL136_07_wzy,99.76%,100.00%;KL136_08_wcuO,99.73%,100.00%;KL136_09_manC,99.79%,100.00%;KL136_10_manB,100.00%,100.00%;KL136_11_wbaZ,99.74%,100.00%;KL136_12_wcaJ,99.78%,100.00%;KL136_13_wcuC,99.39%,100.00%;KL136_14,100.00%,100.00%;KL136_15_wzx,100.00%,100.00%;KL136_16_wcuI,100.00%,100.00%;KL136_17_wcoX,100.00%,100.00%;KL136_18_gnd,100.00%,100.00%;KL136_19_ugd,99.74%,100.00%		0		0 / 19 (0.00%)		4	KL40_03_wcpO,99.39%,100.00%;KL40_04,99.75%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,99.40%,100.00%		
KP_HGUA03_117	KL16	K16	Typeable		99.73%	100.00%	0 bp	21 / 22 (95.45%)	KL16_01_galF,99.66%,100.00%;KL16_02_cpsACP,97.61%,100.00%;KL16_03_wzi,100.00%,100.00%;KL16_04_wza,100.00%,100.00%;KL16_05_wzb,100.00%,100.00%;KL16_06_wzc,100.00%,100.00%;KL16_07_wzx,100.00%,100.00%;KL16_08_wzy,100.00%,100.00%;KL16_09_gtf1,99.73%,100.00%;KL16_10_vatD,99.45%,100.00%;KL16_11_lacA,100.00%,100.00%;KL16_12_sunS,100.00%,100.00%;KL16_13_gmd,100.00%,100.00%;KL16_14_fcl,100.00%,100.00%;KL16_15_gmm,100.00%,100.00%;KL16_16,100.00%,100.00%;KL16_17_wcaJ,100.00%,100.00%;KL16_18_gnd,100.00%,100.00%;KL16_19,99.21%,100.00%;KL16_20_manC,99.15%,100.00%;KL16_21_manB,99.56%,100.00%;KL16_22_ugd,99.74%,100.00%		0		0 / 22 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,99.70%,100.00%		
KP_HGUA03_124	KL25	K25	Typeable	!	99.66%	100.01%	3 bp	14 / 14 (100.00%)	KL25_01_galF,100.00%,100.00%;KL25_02_cpsACP,98.56%,100.00%;KL25_03_wzi,99.79%,100.00%;KL25_04_wza,100.00%,100.00%;KL25_05_wzb,100.00%,100.00%;KL25_06_wzc,100.00%,100.00%;KL25_07_wcaJ,100.00%,100.00%;KL25_08_wzy,100.00%,100.00%;KL25_09_wfeD,97.26%,59.25%,truncated;KL25_10,100.00%,100.00%;KL25_11_wcuB,99.68%,100.00%;KL25_12_wzx,100.00%,100.00%;KL25_13_gnd,100.00%,100.00%;KL25_14_ugd,100.00%,100.00%		0		0 / 14 (0.00%)		3	KL39_18_manC,99.79%,100.00%;KL30_19_manB,99.56%,98.08%;KL150_19_gmd,99.40%,100.00%	KL25_09_wfeD,97.26%,59.25%,truncated	
KP_HGUA03_147	KL19	K19	Typeable		98.04%	99.94%	11 bp	20 / 20 (100.00%)	KL19_01_galF,98.99%,100.00%;KL19_02_cpsACP,96.17%,100.00%;KL19_03_wzi,97.91%,100.00%;KL19_04_wza,97.88%,100.00%;KL19_05_wzb,100.00%,100.00%;KL19_06_wzc,98.75%,100.00%;KL19_07_wcaJ,98.74%,100.00%;KL19_08_wcuF,94.85%,100.00%;KL19_09_wcmY,96.61%,100.00%;KL19_10_wzx,97.07%,100.00%;KL19_11_wctW,97.16%,100.00%;KL19_12_wctX,99.22%,100.00%;KL19_13_wzy,98.84%,100.00%;KL19_14,94.68%,100.00%;KL19_15_gnd,99.57%,100.00%;KL19_16_rmlB,99.15%,100.00%;KL19_17_rmlA,98.25%,98.62%;KL19_18_rmlD,98.31%,100.00%;KL19_19_rmlC,98.91%,100.00%;KL19_20_ugd,99.74%,100.00%		0		0 / 20 (0.00%)		4	KL40_03_wcpO,97.77%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%		
Moliner_02	KL13	K13	Typeable	?10	97.09%	101.54%	n/a	19 / 19 (100.00%)	KL13_01_galF,99.67%,100.00%;KL13_02_cpsACP,97.27%,100.00%;KL13_03_wzi,99.80%,100.00%;KL13_04_wza,100.00%,100.00%;KL13_05_wzb,100.00%,100.00%;KL13_06_wzc,100.00%,100.00%;KL13_07_wcuD,100.00%,100.00%;KL13_08_wclX,99.48%,100.00%;KL13_09_wzy,100.00%,100.00%;KL13_10_wcuF,100.00%,100.00%;KL13_11_wzx,99.59%,100.00%;KL13_12_wcuL,99.68%,100.00%;KL13_13_wcoW,99.16%,72.48%,partial;KL13_13_wcoW,95.83%,14.68%,partial;KL13_14,98.60%,100.00%;KL13_15_wcaJ,99.78%,100.00%;KL13_16_gnd,100.00%,100.00%;KL13_17_manC,99.68%,66.45%,partial;KL13_17_manC,98.94%,19.96%,partial;KL13_17_manC,39.29%,19.75%,partial,below_id_threshold;KL13_17_manC,100.00%,12.10%,partial;KL13_18_manB,100.00%,47.65%,partial;KL13_18_manB,100.00%,31.20%,partial;KL13_18_manB,98.84%,18.38%,partial;KL13_18_manB,98.85%,18.59%,partial;KL13_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		2	KL50_10,99.43%,100.00%;KL150_19_gmd,99.70%,100.00%		
Moliner_03	KL51	K51	Typeable		100.00%	100.00%	0 bp	16 / 16 (100.00%)	KL51_01_galF,100.00%,100.00%;KL51_02_cpsACP,100.00%,100.00%;KL51_03_wzi,100.00%,100.00%;KL51_04_wza,100.00%,100.00%;KL51_05_wzb,100.00%,100.00%;KL51_06_wzc,100.00%,100.00%;KL51_07_wcaJ,100.00%,100.00%;KL51_08_wcpB,100.00%,100.00%;KL51_09_wzy,100.00%,100.00%;KL51_10_wcuF,100.00%,100.00%;KL51_11_wcpA,100.00%,100.00%;KL51_12_wzx,100.00%,100.00%;KL51_13,100.00%,100.00%;KL51_14_wcoZ,100.00%,100.00%;KL51_15_gnd,100.00%,100.00%;KL51_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		4	KL50_10,99.43%,100.00%;KL43_17_manC,99.79%,100.00%;KL30_19_manB,99.78%,98.29%;KL150_19_gmd,98.80%,100.00%		
Moliner_08	KL13	K13	Typeable	?9	97.12%	102.08%	n/a	19 / 19 (100.00%)	KL13_01_galF,99.67%,100.00%;KL13_02_cpsACP,97.27%,100.00%;KL13_03_wzi,99.80%,100.00%;KL13_04_wza,100.00%,100.00%;KL13_05_wzb,100.00%,100.00%;KL13_06_wzc,100.00%,100.00%;KL13_07_wcuD,100.00%,100.00%;KL13_08_wclX,99.48%,100.00%;KL13_09_wzy,100.00%,100.00%;KL13_10_wcuF,100.00%,100.00%;KL13_11_wzx,99.59%,100.00%;KL13_12_wcuL,99.68%,100.00%;KL13_13_wcoW,98.47%,100.00%;KL13_14,98.60%,100.00%;KL13_15_wcaJ,99.78%,100.00%;KL13_16_gnd,100.00%,100.00%;KL13_17_manC,99.68%,66.45%,partial;KL13_17_manC,98.94%,19.96%,partial;KL13_17_manC,39.29%,19.75%,partial,below_id_threshold;KL13_17_manC,100.00%,12.10%,partial;KL13_18_manB,100.00%,47.65%,partial;KL13_18_manB,100.00%,31.20%,partial;KL13_18_manB,98.84%,18.38%,partial;KL13_18_manB,98.85%,18.59%,partial;KL13_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		2	KL50_10,99.43%,100.00%;KL150_19_gmd,99.70%,100.00%		
NTUH	KL1	K1	Typeable		100.00%	100.00%	0 bp	20 / 20 (100.00%)	KL1_01_galF,100.00%,100.00%;KL1_02_cpsACP,100.00%,100.00%;KL1_03_wzi,100.00%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,100.00%,100.00%;KL1_07_wzx,100.00%,100.00%;KL1_08_wclY,100.00%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,100.00%,100.00%;KL1_11_wcsT,100.00%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,100.00%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,100.00%,100.00%;KL1_16_wcaJ,100.00%,100.00%;KL1_17_gnd,100.00%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,100.00%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		4	KL40_03_wcpO,97.97%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%		
sampleK3	KL3	K3	Typeable	!	99.42%	100.00%	1323 bp	15 / 19 (78.95%)	KL3_01_galF,100.00%,100.00%;KL3_02_cpsACP,97.13%,90.87%,truncated;KL3_03_wzi,99.79%,100.00%;KL3_04_wza,100.00%,100.00%;KL3_05_wzb,97.92%,100.00%;KL3_06_wzc,98.89%,100.00%;KL3_07_wcaJ,99.79%,100.00%;KL3_08,100.00%,100.00%;KL3_09,99.11%,100.00%;KL3_10_pglJ,99.72%,100.00%;KL3_11,99.73%,100.00%;KL3_12,99.48%,100.00%;KL3_13_wzx,99.16%,100.00%;KL3_14,99.26%,100.00%;KL3_15_wbaZ,100.00%,100.00%;KL3_16_gnd,99.79%,100.00%;KL3_17_manC,99.58%,100.00%;KL3_18_manB,99.56%,100.00%;KL3_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		5	KL40_04,99.50%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,98.20%,100.00%;KL40_03_wcpO,99.60%,50.10%;KL40_03_wcpO,100.00%,1.62%	KL3_02_cpsACP,97.13%,90.87%,truncated	
sampleK4	KL4	K4	Untypeable	+!	99.98%	98.54%	7270 bp	21 / 24 (87.50%)	KL4_01_galF,100.00%,96.75%;KL4_02_cpsACP,100.00%,100.00%;KL4_03_wcuG,100.00%,100.00%;KL4_04_HG290,100.00%,100.00%;KL4_05_HG291,100.00%,100.00%;KL4_06_wza,100.00%,100.00%;KL4_07_wzb,100.00%,100.00%;KL4_08_wzc,100.00%,100.00%;KL4_09_HG292,100.00%,100.00%;KL4_10_HG293,100.00%,100.00%;KL4_11_wzx,100.00%,100.00%;KL4_12_wcsW,100.00%,100.00%;KL4_13_HG296,100.00%,100.00%;KL4_14_wcuD,100.00%,100.00%;KL4_15_wzy,100.00%,100.00%;KL4_16_wcuI,100.00%,100.00%;KL4_17_wcuF,100.00%,100.00%;KL4_18_manC,100.00%,98.51%;KL4_19_wzi,100.00%,100.00%;KL4_20_wza,100.00%,62.73%,truncated;KL4_21_wzb,100.00%,100.00%;KL4_22_wzc,100.00%,100.00%;KL4_23_wcaJ,100.00%,100.00%;KL4_24_gnd,99.57%,100.00%		2	KL13_17_manC,99.58%,100.00%;KL13_18_manB,99.79%,100.00%	0 / 24 (0.00%)		3	KL54_20_ugd,100.00%,100.00%;KL40_05_rfaG,98.15%,99.74%;KL150_19_gmd,98.50%,100.00%	KL4_20_wza,100.00%,62.73%,truncated	
